735	101	23	7.26
939	170	3	8.07
103	3762	5	8
57	430	5	12.8
371	1081	4	23.3
1868	105	7	8.09
154	103	278	326.47
372	101	51	20.41
5121	8	3	12.56
2431	119	6	18.02
1499	119	5	6.66
245	968	4	18.65
123	1516	5	10.28
3571	1079	3	31.73
62	266	16	10.88
114	359	34	75.51
245	1012	3	12.47
154	245	75	469.72
810	281	3	11.93
12	2250	7	6.76
801	316	3	12.56
108	5904	3	8.3
106	445	28	12.15
8	5006	3	12.56
103	1401	11	6.64
312	602	3	10.71
2918	2629	3	38.38
2106	107	7	7.66
729	199	3	7.99
981	107	18	28.75
113	2505	4	8.73
103	1553	10	7.58
4768	177	3	24.64
166	122	27	12.04
618	104	20	10.85
189	486	19	107.9
103	1605	10	7.58
106	521	23	9.76
118	233	21	7.68
107	623	18	9.3
617	1078	3	19.46
5288	134	3	17.53
3890	113	3	7.62
9	2273	5	13.59
2393	115	8	40.81
189	1126	3	10.43
142	2505	4	18.72
3551	129	4	17.41
103	197	92	58.22
1848	16	4	16.11
946	111	8	7.37
3151	138	4	17.82
146	969	13	73.28
106	1155	11	7.26
126	110	160	7.84
762	127	6	7.53
1848	9	7	18.6
524	240	4	12.68
722	280	6	31.56
446	363	3	9.88
104	3927	4	7.95
110	349	18	6.9
194	221	6	9.74
146	1013	6	21.4
775	129	6	7.89
1190	107	11	10.31
252	138	9	7.1
212	2	12	7.54
3857	113	4	15.77
111	131	113	10.09
105	5382	3	6.9
5186	113	3	11.82
3020	110	4	7.29
111	278	35	54.66
2565	256	5	40.38
335	294	3	8.67
359	133	10	12.15
2329	12	7	6.76
3313	12	5	8.32
4427	116	3	7.9
1854	139	4	12.45
141	359	9	13.81
115	451	9	6.71
154	1364	4	11.98
111	5168	3	11.4
4266	119	4	17.7
123	103	392	7.98
5088	8	3	12.56
431	472	3	10.95
369	139	15	36.21
4051	106	4	8.26
176	181	9	10.47
1065	112	8	9.97
317	5851	3	30.55
154	3902	4	28.13
1190	324	4	23.66
9	5514	3	12.88
2163	109	5	6.96
1226	118	6	8.16
2992	112	4	8.82
252	170	7	12.36
111	181	43	17.21
534	364	5	23.05
113	5283	3	11.82
559	236	3	8.64
163	584	5	11.88
194	186	7	8.88
146	920	6	20.07
4718	118	3	8.35
113	3364	4	11.06
594	85	4	15.31
5238	8	3	12.56
962	968	3	21.92
309	132	10	10.59
103	112	697	20.53
2698	129	3	7.66
517	115	9	9.4
5088	154	3	21.09
21	184	3	6.7
661	188	3	6.92
123	208	21	12.78
16	5246	3	21.93
21	286	3	10.76
431	383	3	9.85
115	436	14	20.13
369	223	16	85.13
102	4226	4	6.81
142	814	15	67.6
1024	2	5	11.18
3998	107	4	8.91
708	104	20	13.69
140	122	61	32.66
1714	115	4	7.9
3882	104	4	7.95
106	4113	4	8.26
299	102	41	9.33
3738	127	3	9.77
121	3188	3	6.83
1417	1085	4	34.8
1854	223	3	15.41
107	4668	4	8.91
58	2874	3	25.14
239	692	3	9.53
484	115	9	7.3
