# word	frequency
kroeë	2
krog	2
krommes	2
kroonprins	2
kruip	2
kruising	2
kuba	2
kubus	2
kuier	2
kuilsrivier	2
kuilvoer	2
kunsversameling	2
kursus	2
kusgebied	2
kwartet	2
kwazulu	2
kwyn	2
kêrel	2
laan	2
laas	2
laerhuis	2
landbouskool	2
landmerk	2
landwye	2
langsaan	2
lansetvormig	2
laude	2
lawa	2
ledetal	2
leedwese	2
leefwyse	2
leiden	2
lengtegraad	2
lening	2
lens	2
leo	2
leon	2
lewend	2
lewenslank	2
lewenstyl	2
lewensverhaal	2
leë	2
liberië	2
liedjieskrywer	2
liewer	2
liggaamlike	2
liggeel	2
linguistiek	2
linker	2
linkerhand	2
loerie	2
logika	2
lojaal	2
lojaliteit	2
lokaal	2
long	2
loodreg	2
losweg	2
lotus	2
lou	2
lower	2
lucia	2
lughawens	2
lugreëling	2
luisteraars	2
luitenant	2
lus	2
luxemburg	2
lywe	2
lêers	2
maandeliks	2
maatreël	2
madagaskar	2
madrid	2
mafia	2
magdom	2
magiese	2
magistraat	2
magistraatshof	2
magna	2
magtig	2
magtige	2
majoor	2
mak	2
mal	2
malvern	2
manie	2
manne	2
marius	2
markplein	2
markus	2
marokko	2
masjienbou	2
mat	2
mater	2
matroos	2
medici	2
medikasie	2
medium	2
meeding	2
meel	2
meent	2
meerderheidsregering	2
meervoud	2
meester	2
mej	2
melkweg	2
melodie	2
membraan	2
meneer	2
meningsverskil	2
mentor	2
meriete	2
messias	2
metaalplaat	2
metafisika	2
metafoor	2
meule	2
middag	2
midde	2
middellyn	2
middernag	2
midsomer	2
milt	2
minaret	2
minnares	2
misdaad	2
miskraam	2
mississippi	2
mitologiese	2
modder	2
mode	2
modebedryf	2
modernisme	2
moedertaal	2
moedig	2
moekie	2
moeras	2
molekule	2
moment	2
monarg	2
monisme	2
monitering	2
monteer	2
moondhede	2
more	2
moskee	2
moslem	2
motief	2
mozart	2
mummie	2
munt	2
musiekvideo	2
muurskildering	2
mylpaal	2
myself	2
müller	2
münchen	2
naamwoord	2
naar	2
naaswenner	2
nabootsing	2
nadir	2
naelloop	2
nagegaan	2
nagelaat	2
nagenoeg	2
nagevolg	2
naguil	2
nalatenskap	2
namibiese	2
nasionalisme	2
natuurlewe	2
natuurreservaat	2
naïef	2
nee	2
neer	2
neergelê	2
neerslag	2
negentig	2
negentigerjare	2
neptunus	2
netjies	2
neutraal	2
niet	2
nietig	2
niger	2
niggie	2
nitraat	2
nl	2
noemenswaardig	2
nogal	2
noodlot	2
noodtoestand	2
nooiensvan	2
noordpool	2
noot	2
notebalk	2
notuleboek	2
noukeurig	2
novelle	2
novum	2
nuuskierig	2
nuuskierige	2
nywerheidsektor	2
objektief	2
observatory	2
odendaal	2
oefening	2
oeuvre	2
oewer	2
offisier	2
oksideermiddel	2
olie	2
olifantshoek	2
oman	2
omgebou	2
omgekeer	2
omgeskakel	2
omhels	2
omkeer	2
omkom	2
omkoopgeld	2
omsetting	2
omsien	2
omsoom	2
omver	2
onbegaanbaar	2
onbetroubaar	2
onderbos	2
onderdanig	2
ondergeskik	2
onderkoning	2
onderlê	2
ondermyning	2
onderstel	2
onderverdeling	2
ondervra	2
onduidelik	2
ongehoorsaam	2
ongelyk	2
ongerepte	2
ongetwyfeld	2
onkundig	2
onsterflik	2
onsuksesvol	2
ontbied	2
ontdekte	2
onthef	2
ontheilig	2
onthoof	2
ontkoppel	2
ontlading	2
ontneem	2
ontplof	2
ontplooiing	2
ontslaan	2
ontslag	2
ontsteek	2
ontsteking	2
ontvoer	2
ontvoering	2
ontwatering	2
ontwrigting	2
onverhoeds	2
oond	2
oordrewe	2
oorerflik	2
oorkant	2
oorledenes	2
oorleg	2
oorlogskepe	2
oorloë	2
oortreding	2
oorval	2
oorwegend	2
oorwegings	2
oorweldigend	2
oorwinnaar	2
oorwinnings	2
ooswaarts	2
opdatering	2
opgeknap	2
oplosmiddel	2
optimaal	2
optimum	2
opwekking	2
orige	2
orrelis	2
ortodokse	2
ouderdomsgroep	2
oudhede	2
oudstes	2
oue	2
ouerskap	2
outobiografiese	2
outobiografieë	2
oënskynlik	2
paadjie	2
palestina	2
palm	2
pantser	2
parkeerterrein	2
parlementslid	2
parow	2
parsek	2
parthenon	2
penelope	2
penisillien	2
peperwortel	2
pes	2
petersburg	2
petroltenk	2
ph	2
philippolis	2
piano	2
pietermaritzburg	2
pink	2
pionier	2
plaag	2
plaashuis	2
plaaslik	2
plaasvervanger	2
plasing	2
platinum	2
plattegrond	2
plaza	2
pluk	2
poel	2
polemiek	2
polimeer	2
polisiemag	2
polo	2
pond	2
posgevat	2
positiewer	2
poskantoor	2
post	2
pouse	2
poëtiese	2
prakties	2
praktiseer	2
predikantsvrou	2
prehistoriese	2
pres	2
presidensiële	2
presteer	2
priester	2
pro	2
problematiseer	2
produktiewe	2
produktiwiteit	2
produsent	2
proe	2
proefskrif	2
prokureur	2
promiskuïteit	2
pronk	2
prostitusie	2
proteas	2
pruisiese	2
psalm	2
puberteit	2
put	2
quebec	2
ra	2
raaisel	2
raakgesien	2
radar	2
radioaktiwiteit	2
ram	2
ramings	2
rampspoedig	2
rant	2
reaktor	2
rebellie	2
rebels	2
redaksie	2
redelike	2
redeneer	2
regente	2
regeringslede	2
reggekry	2
reggestel	2
regime	2
regiment	2
regmatige	2
regsgeleerde	2
regswetenskap	2
regtelike	2
regterkantse	2
regtig	2
reguleer	2
reikafstand	2
rekeningkunde	2
renaissance	2
reproduksie	2
republiekwording	2
resensie	2
reserwemag	2
resolusie	2
retikulum	2
reuksintuig	2
reus	2
revolusie	2
rey	2
riebeeck	2
rif	2
ringe	2
rite	2
riwwe	2
robyn	2
roei	2
roer	2
rolprentbedryf	2
romantiese	2
rooibruin	2
room	2
roomwit	2
roos	2
rooyen	2
rousseau	2
rubber	2
rugpyn	2
ruilhandel	2
ruim	2
ruimtetuig	2
ruiter	2
rusteloos	2
rustenburg	2
ryke	2
rynvallei	2
saamdrom	2
saamgeneem	2
saamgestem	2
saamhang	2
saamleef	2
salon	2
salvador	2
sameswering	2
samevoeging	2
sandsteen	2
sandton	2
saoedi-arabië	2
saterdae	2
sauk	2
seestroom	2
seksualiteit	2
seksueel	2
sektariese	2
sekte	2
seleksie	2
selekteer	2
selfbeeld	2
selfoon	2
selfrespek	2
selfversekerd	2
selfvertroue	2
sendings	2
senit	2
sensasie	2
sensitief	2
sensitiwiteit	2
sensus	2
sensuur	2
sentiment	2
servaas	2
sestien	2
siberiese	2
simbolies	2
simfonieë	2
simptoom	2
simson	2
sinagoge	2
singer	2
sinne	2
sirkuleer	2
sisiliaanse	2
sisteem	2
sitting	2
sjah	2
sjimpansee	2
sjina	2
skadelik	2
skadelike	2
skadeloosstelling	2
skadu	2
skaduwee	2
skeiding	2
skeidslyn	2
skelet	2
skets	2
skeur	2
skik	2
skildklier	2
skoen	2
skof	2
skoolgegaan	2
skoongemaak	2
skotte	2
skouer	2
skreeu	2
skrifte	2
skrootmetaal	2
skryftaal	2
skuilplek	2
skuins	2
slaaf	2
slaapkamer	2
slaapplek	2
slae	2
slagveld	2
sleutel	2
sluier	2
slymvlies	2
smit	2
smuts	2
sneller	2
sneuwel	2
soet	2
soldaat	2
solis	2
som	2
somerset	2
somerset-oos	2
sommer	2
sondagaand	2
sondebok	2
sone	2
sononder	2
sonskyn	2
sonsondergang	2
sop	2
sophokles	2
sorge	2
sosiaal	2
sosiologie	2
sout	2
spaar	2
spartaanse	2
speeksel	2
spektrum	2
spens	2
spesialiseer	2
spier	2
spieël	2
splitsing	2
spoel	2
spog	2
spoorweg	2
spoorwegmaatskappy	2
spreektaal	2
spring	2
springbok	2
sprokie	2
staar	2
staatsgreep	2
stadia	2
stadigaan	2
stadsaal	2
stadsdeel	2
stadskern	2
stadslewe	2
stadswyk	2
staf	2
stamel	2
stamp	2
stamvader	2
steel	2
steen	2
stelle	2
stelling	2
stellings	2
stelselmatige	2
stembus	2
stemming	2
sterfbed	2
steriel	2
sterrekunde	2
stervormig	2
steunpilaar	2
steurings	2
stewig	2
stigtingsvergadering	2
stilstand	2
stockholm	2
stok	2
stoker	2
stoor	2
strande	2
strandmeer	2
strategieë	2
streef	2
streeksgebonde	2
strem	2
stres	2
stroming	2
strook	2
stroomop	2
studio	2
stuit	2
styging	2
subklas	2
subtitel	2
suidwes	2
suig	2
suiwering	2
suurinhoud	2
swaai	2
swaer	2
swangerskap	2
sweet	2
swelling	2
swemmer	2
syd	2
taalgebruik	2
tabel	2
tabernakel	2
tafelberg	2
tagtig	2
taktiek	2
tandrat	2
tarief	2
tee	2
teenreaksie	2
teenstander	2
teenstrydig	2
tegelyk	2
tegelykertyd	2
tehuis	2
tekstuur	2
teleurstelling	2
televisieprogram	2
telling	2
tematies	2
temperament	2
temperatuurverskil	2
tempo	2
tennis	2
tennisspeler	2
tensy	2
tereggestel	2
terminaal	2
terras	2
territoriaal	2
teruggedink	2
teruggegee	2
teruggesak	2
terugslag	2
tesis	2
testes	2
teë	2
tiara	2
tienuur	2
tik	2
tjello	2
toedrag	2
toegelate	2
toegelê	2
toegespreek	2
toegesê	2
toegewyde	2
toegeëien	2
toekyk	2
toemaak	2
toenadering	2
toesien	2
toespeling	2
toespraak	2
toetsing	2
toetsreeks	2
toilet	2
tolstoi	2
tombe	2
toneelvereniging	2
tonga	2
toonhoogte	2
toonsetting	2
tora	2
toringgeboue	2
torpedojaer	2
transaksie	2
treffer	2
trekboer	2
triptofaan	2
trojaanse	2
troonopvolger	2
trouens	2
trui	2
trust	2
tsjeggo-slowakye	2
tuinplant	2
turf	2
turyn	2
tussenin	2
tussenpose	2
tussentydse	2
tv	2
tweemaal	2
tweespruit	2
twis	2
tydreëling	2
tydvak	2
ubuntu	2
uiteensetting	2
uiter	2
uitgebragte	2
uitgeput	2
uitgerekte	2
uitgesproke	2
uitgewery	2
uitsaaiwese	2
uitsetting	2
uitspeelwedstryd	2
uittredende	2
uitval	2
uitvoerig	2
ulster	2
unesco	2
universeel	2
urine	2
urinebuis	2
vaal	2
vak	2
vakbond	2
vakgebied	2
vakkundige	2
vakuum	2
valuta	2
vandaar	2
vark	2
vasco	2
vasgeknyp	2
vasgelê	2
vasgemaak	2
vasheg	2
vasstel	2
vasstelling	2
veearts	2
veertigerjare	2
veervormig	2
vegter	2
veiligheidsraad	2
veloppervlak	2
venda	2
venezuela	2
vennoot	2
verantwoordelike	2
verantwoording	2
verbasend	2
verbeterde	2
verbrokkeling	2
verdediging	2
verdedigingsmag	2
verdrae	2
verdriet	2
vereiste	2
verfyn	2
vergaderplek	2
vergeefs	2
vergroting	2
verhard	2
verhit	2
verhongering	2
verjaarsdag	2
verkeersknoop	2
verlang	2
verlate	2
verlenging	2
verlig	2
vermaakbedryf	2
verminderde	2
vermoed	2
vermoedens	2
vernuftige	2
vernuwing	2
veroordeel	2
verpersoonliking	2
verpligtend	2
verrassing	2
versadig	2
versadiging	2
versamelaar	2
verseboek	2
versiering	2
verskaffing	2
verskillend	2
verskuiwings	2
verspreidingsgebied	2
verstedeliking	2
verswakking	2
vertaalde	2
vertakking	2
vertakte	2
vertelling	2
vertoef	2
vertolking	2
vertraging	2
vertroueling	2
vervaardigingsproses	2
vervanging	2
verversingstasie	2
vervoermiddel	2
vervoerstelsel	2
vervuiling	2
verwarm	2
verweer	2
vet	2
vibrasie	2
vibreer	2
vierkleur	2
villa	2
vinde	2
vinger	2
virginia	2
visie	2
vissery	2
visueel	2
vitamien	2
vlerk	2
vleuel	2
vliegwiel	2
vlieënde	2
vloek	2
vlok	2
voc	2
voedselproduksie	2
voertaal	2
volharding	2
volkere	2
volkslied	2
volksmusiek	2
volksrepubliek	2
volkstemming	2
voltooide	2
vonk	2
vooraanstaande	2
vooraf	2
voorbehou	2
voorblad	2
voorgegee	2
voorgekeer	2
voorgesit	2
voorgeskrewe	2
voorkant	2
voorliefde	2
voorportaal	2
voorraad	2
voorsitterstoel	2
voorskrif	2
voorspelling	2
voorspoed	2
voortaan	2
voortbring	2
voortvloei	2
vooruitgegaan	2
voorvalle	2
voorwaarde	2
vorder	2
vorentoe	2
vredesverdrag	2
vrouens	2
vrugbeginsel	2
vryer	2
vryhede	2
vryskutskrywer	2
vuiligheid	2
vulstasie	2
vuursteen	2
vyandelike	2
vyandelikhede	2
vyfdeur	2
vyftien	2
wa	2
waardering	2
waardige	2
waarheen	2
waarneembaar	2
waarsku	2
waarvandaan	2
wagtoring	2
wallies	2
wanbalans	2
wand	2
wantroue	2
wapenhandel	2
wapenspreuk	2
wapenstilstand	2
warmteoordrag	2
wartaal	2
waterloo	2
watertoevoer	2
watervalle	2
watervlak	2
webjoernaal	2
webtuiste	2
wedywering	2
weergee	2
weergegee	2
weerkaatsing	2
weerlê	2
weggegooi	2
weggevoer	2
wegkruip	2
wegspring	2
wei	2
weiding	2
weier	2
weinig	2
weiveld	2
welsyn	2
wending	2
wenstreep	2
werd	2
werkgeleenthede	2
werkloses	2
werkplek	2
werktuie	2
werkwoord	2
werp	2
westekant	2
wetenskaplik	2
wetgewer	2
wetlik	2
wettig	2
wettige	2
weë	2
whisky	2
wig	2
willie	2
witwatersrand	2
woensdag	2
wond	2
wonder	2
woonhuis	2
woonwa	2
woordeskat	2
worsteling	2
woud	2
wraak	2
wrywing	2
wydverspreid	2
wysers	2
wysies	2
wysig	2
wysiging	2
wêreldgehalte	2
wêreldkampioen	2
wêreldmark	2
xhosa	2
yster	2
ywerige	2
zeppelin	2
zeus	2
ziggoerat	2
zoeloeland	2
zulu	2
één	2
